Home > Text Tools >Compleat Lister Input > Output
--------------------------------------------------------------------------------

C:\Documents and Settings\Sapi\Desktop\testi_serafini.TXT
932748 bytes
pastorà£i _1
pasua _1
pat _2
patà _1
patando _1
patate _1
patàte _1
patatrack _1
patent _2
patentà _1
patente _2
patenti _1
pati _2
pàti _3
patia _1
patìa _2
patibo£o _5
patìo _8
patir _2
patìr _1
patise _1
pativimo _1
patria _12
patrìa _1
pàtria _12
patrik _3
patrimoni _1
patrimonio _16
patrimònio _3
patriota _4
patrioteghi _1
patriotego _3
patrioti _3
patriotismo _3
patriotistega _2
patrircàl _1
patritismo _1
pau£us _1
paura _75
paùra _6
pàura _1
pauxe _1
pàva _3
pavana _2
pavimenti _1
paxe _1
pàxe _6
paxee _1
pc _2
pe£agra _1
pe£e _11
pè£e _3
pe£exina _1
pe£i _1
pe£ico£e _1
pe£igo£oxi _1
pecà _2
peca` _2
pedarasta _1
pedarasti _4
pedemontana _1
pedemontàne _1
pederasti _3
pedisequamente _1
pedofi£i _5
pedòfi£i _3
pedofi£ia _7
pedofilìa _4
pedofilo _1
pedona£i _2
pedoni _1
peer _4
pejorà _1
pejoràr _1
pena _14
péna _2
pèna _2
pena£ixà _7
pena£ìxa _1
pendo£i _1
pene _2
pène _1
penetrante _1
penixo£a _12
penòn _1
pensa _34
pensà _14
pensadòri _3
pensar _14
pensàr _33
pensarisimo _2
pensate _10
pensava _11
pensàva _2
pensavi _2
pensavo _1
pensàvo _1
pense _3
pensè _1
pénse _1
pense£o _32
penseghe _1
pensemo _4
penseo _21
penseva _1
penseve _73
pensève _2
pensieri _4
pensiero _8
pension _10
pensiòn _30
pensiona _1
pensionà _4
pensionati _6
pensionistego _2
pensito _12
penso _21
pentagono _1
pentateuco _3
peonsini _1
people _2
pepe _1
per _11
pèra _1
peral _1
percoixisiòn _1
percoixiva _1
percuixisiòn _1
perda _1
perdar _19
perdàr _1
pèrdar _10
perdarà _5
perde _17
perdemo _2
perdendo _1
perdente _1
perdesti _1
perdesto _3
perdi _2
perdì _2
perdimo _1
perdita _3
perdità _1
pèrdita _1
pèrdite _1
perdo _2
perdu _2
perdù _12
perene _1
perène _1
perfesiòn _3
perfesionò _1
perfetamente _4
peri _1
perico>oxa _1
perico£o _5
perico£oxe _3
perico£oxi _2
perico£oxo _7
perifaria _2
perifarìa _1
periferike _1
perigo£o _1
periòdo _2
perisia _1
periti _1
perké _1
perkè _1
perlasca _11
perline _1
permanensa _1
permesi _2
permeso _2
permesso _1
permeta _2
permetarne _1
permetì _1
permetìghe _1
permetù _1
pero _1
però _9
pèro _1
perpetuàr _3
perquixìo _1
perquixisiòn _2
perrault _1
persecusion _3
persecusiòn _15
persecutori _3
persegoità _1
persegoiva _1
perseguità _1
persentoalmente _1
persentual _2
persepemo _1
persepisa _1
persepise _3
persepìse _2
persevaransa _1
persevarante _1
persevità _2
persevitàr _1
persevitarli _1
persevitava _1
perso _1
persona _4
persona£e _1
persona£i _2
personaji _9
personajo _1
personal _4
personàl _4
personalmente _2
persone _5
persuaxiòn _1
persuaxiva _1
persuaxivi _1
persuaxìvi _1
pertanto _1
pertini _1
perverso _1
pesa _1
pesak _1
pescar _2
pescàr _2
pese _2
pése _2
pèse _1
peseconfucio _2
pesimismo _1
pesimista _2
pesimisteghe _1
peske' _2
peso _1
pèso _1
pesta _1
pestà _1
pestaji _1
petego£eso _1
pètene _1
petrae _3
petro£iera _1
petro£io _6
petrò£io _1
petrosyan _1
pexa _5
péxa _1
pèxa _2
pexante _2
péxi _1
pexo _46
péxo _2
pèxo _61
pexòn _2
pezzo _1
philco _1
pi _156
pi' _12
pì _699
pi` _2
pi£ato _1
pi£otà _4
pi£otàr _1
piace _1
piaga _1
piagora _1
pian _29
piàn _16
piane£o _29
piané£o _2
pianè£o _2
pianeta _1
pianèta _1
piani _1
pianifegà _2
pianificà _1
pianìn _6
piano _3
pianta _9
piantà _2
piantar _3
piante _5
pianto _1
pianura _2
pianxar _1
piànxar _2
pianxendo _1
pianxi _1
piaroto _4
piarotto _1
piasa _5
piàsa _6
piasàl _2
piase _7
piasè _6
piàse _4
piaseghe _1
piaseta _1
piaso£a _1
piato _3
piaxarìa _4
piaxe _14
piàxe _10
piaxèr _3
piaxese _2
piaxeva _2
piaxéva _1
piaxù _3
piazza _1
pica _2
picà _9
pìca _2
picàr _3
picarghe _3
picèni _1
picenin _2
picenìn _7
picenina _5
picenìna _1
picènina _1
picenìne _3
picenini _4
picenìni _5
picenino _2
picenìno _1
picinìn _2
picinine _3
picinini _2
picinìni _3
picinìno _1
pickiato _2
pìco _1
pico£a _1
pico£e _1
picoe _1
picoea _1
picoi _2
pictures _2
pié _1
piè _1
pìe _22
pìè _1
piegà _1
piegàr _4
piègora _1
piegore _1
piegoroni _1
piel _5
pièl _7
piemonte _1
piemontes _1
piemontexe _1
piemontexi _1
piemontìxi _1
piemotexe _1
pien _1
piena _1
pienamente _1
piero _3
pièro _1
pieta' _1
pietismo _1
pietoxe _1
pifarài _1
pigafeta _3
pignata _4
pignora _1
pignorava _1
pìke£i _1
pil _9
pilotà _1
pilprodoto _3
pinelli _1
pinse _1
pinsi _2
pinsieri _1
piombi _1
piona' _1
piòne _1
pioniere _2
pionieri _2
piòva _1
piove _6
piòve _3
piovesti _1
piovexana _2
pipa _2
pìpa _1
piramidà£e _1
piràmide _1
pirati _2
piràti _1
pirenei _1
piròn _2
pisa _4
pìsa _2
pisaio£i _4
pisarìa _1
piserìa _1
piserìe _2
pìsi _1
pissio _2
pisto£a _1
pitagora _1
pitori _2
pitòri _1
pitosto _52
pitùre _1
piu' _1
più _3
pixa _1
pizza _1
plajàr _2
plajarlo _1
plastega _1
plasteghe _1
platanoides _1
play _1
please _3
plebiscite _1
plebisciti _1
plebiscito _1
plebisìto _6
pleonastego _1
plura£ità _2
pluràl _1
pm _1
pn _1
po _11
po' _15
pò _71
po<èxine _1
po£ _2
po£a _1
po£aco _1
po£aki _1
po£astri _2
po£epo£enta _1
po£i _3
po£idega _3
po£ideghe _1
po£ideghi _1
po£idego _1
po£ifunsiona£i _2
po£isa _1
po£ise _1
po£isia _70
po£isìa _6
po£isiainte _1
po£isie _2
po£isioti _4
po£isiòti _1
po£itaghi _1
po£itega _122
po£iteghe _21
po£iteghi _72
po£itego _41
po£itica _1
po£iticamente _3
po£itici _1
po£itigamente _4
po£itike _1
po£itisi _3
po£itisixà _1
po£iziotti _1
po£o _13
po£onia _3
poareta _4
poarete _2
poareti _22
poaréti _1
poarèti _1
poareto _2
poarìn _1
poca _11
pòca _2
poco _25
pòco _14
podara' _3
podarà _17
podaremo _5
podarèmo _1
podaria _2
podarìa _33
podàrìa _2
podarise£a _1
podarisi _1
podarìsi _1
podarisimo _9
podarìsimo _1
podarisito _1
podarò _2
podea _5
podéa _1
podemo _56
podémo _2
podèmo _1
pòdèmo _1
poder _81
podér _2
podèr _33
poderi _16
podèri _3
poderla _1
poderne _1
poderse _1
podese _16
podesimo _1
podesto _4
podeva _35
podéva _1
podèva _2
podevi _3
podevimo _2
podevo _7
podi _4
podi' _4
podì _16
podimo _3
podìmo _2
podio _1
poe _2
poertà _2
poeti _5
poexìa _2
poexie _1
poexiè _1
poexìe _2
poezie _1
poisato _3
poisàto _3
poisia _2
poitica _7
poitico _2
poitiketuto _1
poitisi _2
poke _16
pòke _1
poki _13
pòki _11
pol _260
pól _1
pòl _5
polìtega _1
polìteghi _1
polvare _1
pòlvari _1
polvaròn _1
polveròn _2
pomerijo _1
pomi _3
pòmi _6
pomiciava _1
pomidòri _1
pómo _1
pòmo _1
pòne _1
ponpa _1
ponpe _1
ponpieri _1
ponsio _1
ponta _2
pontà _4
pònta _1
ponte _4
ponti _21
pònti _1
ponto _30
pònto _1
pontua£ixàr _1
pop _1
popà _6
popopopo£àr _2
popo£are _1
popo£ari _1
popo£asion _21
popo£asiòn _53
popo£azione _1
popo£i _24
pòpo£i _12
popo£o _65
pòpo£o _22
popo£oma _1
popolàr _1
popu£ista _2
pora _9
pòra _6
porca _2
porcada _1
porcarìa _2
pordenòn _1
pore _1
pòre _3
pori _11
pòri _21
poricàn _2
pòricàn _1
porkesito _1
porki _2
porla _1
porno _1
pornografeghi _1
pornogràfìa _1
poro _7
pòro _12
porocan _2
porse _1
porta _47
porta' _2
portà _18
pòrta _2
portai _1
portando _2
portante _2
portaòxe _1
portar _7
portàr _12
portarà _3
portarghe _1
portarla _2
portarli _3
portarlo _1
portarne _1
portarve _2
portarve£a _1
portàse _1
portati£i _2
portator _1
portava _6
portava£ori _1
porte _21
portè _5
portemo _4
portemo£i _2
porti _4
porto _3
posa _17
pòsa _7
pose _4
pòse _1
posibi£e _21
posìbi£e _10
posibi£i _3
posìbi£i _2
posibi£ita' _2
posibi£ità _14
posibi£ita` _2
posiede _2
posixiòn _1
poso _42
pòso _31
posposto _1
post _6
posta _2
pòsta _1
posta£e _2
postal _2
postar _1
postase _1
poste _4
posteinpiegai _1
poster _6
pòster _1
posteri _1
posti _43
pòsti _1
postìn _1
postini _2
postisi _1
postisipà _1
postisipàr _2
posto _54
pòsto _3
postu£à _10
potabi£e _2
potensa _2
potense _1
potensià£i _1
potensial _2
potente _2
potenti _13
poteo _1
potere _1
potrcebbe _1
povertà _4
poxision _2
poxisiòn _8
poxitive _2
poxitivo _1
ppoki _1
pposti _1
praga _1
pragvda _2
pratega _1
pràtega _3
prateghe _1
pràteghe _1
pràteghi _2
pratego _2
pràtego _2
pratendo _1
pratica _2
pràtica _1
praticament _1
praticamente _8
praticamnete _1
pray _1
pre _1
pre£asiòn _1
pre£eva _1
pre£evàr _3
pre£evàse _1
pre£evè _2
pre£ievo _3
pre£ude _2
pre£udio _1
preanbo£i _2
preconfesionà _9
precose _1
precostituì _1
precursori _2
preda _1
predarse _1
predefinii _1
predesesòri _1
predica _3
predicà _1
prèdica _1
predicava _1
predicàva _1
predijerìo _3
predike _1
prèdike _1
predisibi£ità _1
predisposti _1
predispoxisiòn _2
prefa£imento _2
preferense _1
preferensia£i _1
preferì _1
preferìa _1
preferìi _1
preferise _3
preferiso _2
prefeti _5
prefèti _1
prefeto _1
prefinì _4
prefinio _1
pregando _1
prego _4
prègo _1
prejà _1
prejì _1
prejo _1
prejudisi _17
prejudìsi _7
prejudisia£i _2
prejudisialmente _7
prejudisievo£e _2
prejudisievo£i _1
prejudisio _18
prejudìsio _6
premariacco _1
prème _1
premedità _5
premeditatamente _1
premere _1
premesa _8
premese _2
premeto _1
premi _1
prèmi _1
premià _1
premio _1
prenda _1
prendame _1
prendere _1
prendimi _1
prendo _1
preoccupatevi _1
preocupà _1
preocuparse _1
preocuparte _1
preocuparve _1
preocupasiòn _1
preparasiòn _2
preparato _1
prepensiòn _1
prepensioni _1
prepotensa _3
prepoxision _2
prepoxisiòn _3
presa _9
presà _1
prèsa _7
presar _1
prescrisionisti _1
prescritòri _1
prese _1
prèse _1
presedensa _1
presedenti _4
presensa _1
presentandosi _1
presente _1
preservàr _2
presetòri _1
presi _8
prèsi _4
presidente _7
presidenti _2
presidi _2
presion _1
presiòn _17
presioni _1
presioxo _3
presisiòn _2
presixa _7
presixà _1
presìxa _1
presixàr _3
presixe _1
presixi _5
presìxi _1
presixiòn _7
presixo _5
presìxo _2
preso _28
prèso _11
presòn _1
presta _1
prestabi£ii _1
prestanome _5
prestar _1
prestasiòn _1
prestava _1
prestijo _1
prèstitino _1
prestito _3
prèstito _1
prèstitouxùra _1
presto _6
presuposti _3
prete _2
prète _2
pretende _4
pretendesto _1
pretendeva _1
pretendevo _1
pretendo _1
pretesto _6
pretexa _2
pretèxa _1
pretexe _1
pretexo _1
preti _27
prèti _13
prètituto _1
pretoriana _1
pretoriani _1
prevede _3
prevède _1
prevenìr _2
prevenìso _1
preventivà _1
preventivi _1
preventìvi _1
preventivo _1
previsiòn _1
previxiòn _7
prexensa _9
prexense _1
prexenta _4
prexentà _2
prexentàr _1
prexentarve _1
prexentava _1
prexente _11
prexenti _1
prexento _1
prexon _1
prexòn _36
prexòna _1
prexunsion _1
prexunsiòn _4
prexuposti _3
prexuposto _2
prezzo _1
pria _2
prìa _4
prìe _2
prigionieri _1
prima _91
prìma _38
primària _1
primariamente _1
primavera _3
prime _26
prìme _8
primi _27
prìmi _5
primiera _1
primo _24
prìmo _8
primordià£i _1
primultini _1
prinsipa£i _2
prinsipàl _2
prinsipalmente _5
prinsipi _5
prinsipianti _1
prinsìpiio _1
prinsipio _4
prinsìpio _2
priorità _4
priva' _2
privà _9
privacy _2
privàr _1
privasiòn _2
privatamente _1
private _1
privatesa _1
privati _4
privatixa _2
privatixàr _2
privè _1
prive£o _1
prìvi _1
privi£eja _1
privi£eja' _2
privi£ejà _6
privi£ejate _1
privi£ejati _2
privi£ejàti _1
privi£ejàva _1
privi£eji _21
privi£ejo _3
privieji _1
privilèji _2
prixonero _1
prixonieri _2
pro _3
pro£e _1
pro£iferasion _1
proa _1
proa' _1
proà _1
pròa _3
probabi£e _3
probabi£ità _2
probabie _1
probabilmente _4
problema _68
problèma _1
problemi _36
problèmi _2
proclama _2
proclamà _1
procura _2
procuradori _6
procuradòri _7
procuratori _6
procure _13
procurè _1
procùre _1
prodi _22
pròdi _3
prodòr _1
prodota _1
prodoti _26
prodòti _2
prodoto _21
prodòto _3
prodoxe _1
produr _15
prodùr _24
produrà _2
prodùrla _1
produsion _8
produsiòn _23
produsiònse _1
produtiva _7
produtìva _3
produtive _4
produtìve _1
produtivi _7
produtìvi _2
produtivo _4
produtìvo _1
produtor _2
produtòr _2
produtori _3
produtòri _3
produtrise _1
produxa _2
produxe _31
prodùxe _10
produxemo _10
produxémo _1
produxèmo _1
produxendo _1
produxesti _3
produxesto _5
produxeva _6
produxo _3
prodùxo _2
proe _1
pròe _2
proeta _1
profèsa _1
profesàr _3
profesàva _1
profesiòn _1
profesiona£i _1
profesiona£ità _2
profesionisti _4
profesor _4
profesòr _8
profesori _17
profesòri _1
profesoroni _6
profesuri _1
profeta _1
profeti _1
profita _2
profità _2
profitarghene _1
profitarghine _2
profitemoghine _1
profiti _3
profìti _1
pròfìti _1
profito _2
profluvio _1
profonda _3
profondamente _1
profondità _4
profondo _9
profughi _3
programa _3
progràma _1
programadori _1
programasiòn _1
programeto _2
programi _16
progràmi _1
programini _1
programìti _1
progresi _1
progresiva _1
progreso _8
proibendone _1
proibesta _2
proibesto _7
proibì _1
proibìe _1
proibìi _1
proibimo _1
proibio _9
proibìo _7
proibir _10
proibìr _1
proibirghe _2
proibirlo _1
proibirne _1
proibise _43
proibisiòn _5
proibiva _6
projeti _3
projeto _16
promemoria _1
promesa _3
promese _3
promessi _1
promete _2
promète _1
prometendo _1
prometesta _3
prometestasostansialmente _1
prometesto _2
prometo _1
prometù _1
promosional _1
promotori _1
promoturi _1
promove _3
pronome _4
pronòme _3
pronomi _4
pronominasiòn _2
pronti _2
pronto _5
pronunciava _1
pronunsià _1
propaganda _66
propagandàr _1
propagandistega _16
propagandistegamente _2
propagandisteghe _7
propagandisteghi _3
propagandistego _6
propagandisticamente _1
propàn _1
propandistega _2
propensi _1
propi _19
pròpi _1
propia _55
pròpia _3
propiamente _1
propie _12
pròpie _3
propieta _2
propieta' _2
propietà _18
propinandoghe _1
propinarte _1
propio _144
pròpio _7
propon _2
proponea _2
proponesto _2
proponeva _1
propongo _1
proporghe _1
proporsiòn _3
proporsionalmente _3
proposta _3
proposto _1
propoxiti _2
propoxito _13
propoxìto _2
propòxito _2
propri _2
propria _2
proprietà _2
proprietari _2
proprio _20
pròprio _2
propulsori _1
prosedure _1
prosesa _3
prosesa' _2
prosesà _4
prosesàr _1
prosesàrli _1
prosesi _12
prosèsi _2
proseso _44
prosèso _8
prosesòr _3
prosesori _6
prosesoripc _2
prosesua£i _1
prosima _1
prosimi _1
prosòdia _1
prospeta _1
prostituì _1
prostituìr _2
prostituise _2
prostituivo _1
prostitusion _1
prostitusiòn _3
prostitùte _2
protagonismo _2
protagonista _4
protagonisti _7
protèego _1
proteggerci _1
proteine _2
proteinecarne _1
proteje _1
protesion _1
protesiòn _5
protesta _8
protestar _2
protestàr _7
proteti _1
protexar _1
protexarne _2
protexarse _1
protexesti _2
protexi _2
pròtexi _2
prova _3
provà _1
provare _1
prove _5
pròve _1
provedèmo _1
proveditori _2
proveniensa _1
proveninesa _2
provenzano _1
proverbio _1
proveta _1
proveti _1
provijòn _1
provinsa _3
provixòria _3
provo _2
provocàr _1
provocasiòn _4
provocatorio _1
proxe£iti _1
prozzima _1
prufesori _1
prufiti _2
prupità _1
prùsia _1
ps _4
pseudo _9
pseudocapita£ismo _1
pseudoistitusiona£ixà _1
pseudorasista _1
psico£oghi _1
psico£ogo _1
psico£ojica _1
psico£ojico _1
psico£ojisi _1
psicoljìa _1
psicopateghi _2
psisicoco£ojìa _1
pu£ia _3
pu£iamo _1
pu£irmi _2
pu£isi _1
pu£isia _4
pu£isie _1
pu£isìe _1
pu£itàn _10
pu£itana _1
pu£itane _2
pu£itani _8
pu£itàni _3
pu£itàniel _1
pubblica _1
pubblicamente _1
publica _1
publicà _2
pùblica _8
publicamente _9
publicàr _2
publicarìa _1
publicasiòn _1
pùblico _4
pùblike _2
publikemo _2
publisi _2
pùblisi _2
publisità _3
publisitàri _1
publisitarie _1
publisixàr _1
pudòri _2
puglia _1
pugliexe _2
pugno _1
puito _70
puìto _16
puìtò _1
pujòl _1
puki _5
pùki _1
punibi£i _1
punise _1
punisiòn _1
punti _2
punto _6
puntua£i _2
pur _3
pùr _5
pura _1
pùra _6
puramente _1
puramenti _1
pùre _2
puresa _1
pùri _1
purificase _1
puro _1
pùro _2
purtropo _57
purtroppo _3
pusarlo _1
putana _2
putàna _1
putane _7
putàne _2
putanieri _1
pute£a _20
pute£e _28
putè£e _2
pute£i _174
putè£i _16
pute£icol _1
pute£ive _1
pute£o _36
putè£o _6
putee _1
putei _17
putèi _3
putèl _1
puteo _4
putèo _1
putìn _7
putina _1
putìna _1
putini _9
putìni _5
putropo _5
puts _1
puttane _1
puxa' _2
puxà _1
q _1
quà _5
qua£i _1
qua£ità _1
quadri _3
quadro _1
qualcosa _2
qualkedun _1
qualsiasi _1
quando _2
quante _3
quanti _3
quanto _2
quaranta _1
quare£i _2
quarè£o _1
quarta _1
quarter _1
quatro _12
quatroto _2
quaxi _2
quequeen _2
quella _1
quelli _3
quercus _2
quere£a _1
quere£àr _2
questa _1
quest'anno _1
queste _1
questi _2
questiòn _1
questo _2
questòr _1
questura _3
questure _2
qui _1
quiete _1
quiète _1
quindi _4
quinta _1
quinta£e _3
quinta£i _8
quirinàl _1
quistiòn _2
quotasiòn _1
quotidiane _1
quotidiani _2
qusì _1
r _1
rabalta _1
rabaltàr _2
rabaltoni _1
rabaltuni _2
ràbi _2
rabia _7
rabìn _2
rabìni _2
rabinica _1
raccogliendo _1
racist _1
racoaxi _1
racoglitori _1
racolta _3
racolte _4
racolti _1
racomandà _16
racomandasion _1
racomandasiòn _7
racomando _1
racordo _1
radegà _1
ràdega _2
radeghi _1
radiàr _1
radiasiòn _4
radicà£i _1
radici _1
radio _22
ràdio _14
ràdioaltro _1
radioatìva _1
radiotività _1
radopia _1
radopià _3
radòpia _1
radopiàr _2
radopiara' _2
raduni _6
raduno _4
radùno _1
raffae£e _8
raffae£eserafini _4
raforsà _2
ragazzi _3
ragazzini _1
ragazzino _1
ragazzo _1
ragioni _1
ragusa _1
rai _52
rài _3
rai+mediaset _2
raìxa _1
raixe _16
raìxe _2
raìxevenete _1
rajòn _4
rajona _2
rajonàr _1
rajoni _1
rajono _1
ralstone _2
rama _2
ramai _12
ramài _1
ramengo _3
ramo _3
rancontra' _2
rancontrà _4
rancontrar _1
rancurava _2
rànghi _1
ràngio _1
ràngo _1
ranpegarse _1
rapidità _2
ràpido _2
rapiminti _1
rapinava _1
rapine _1
rapìne _1
raportarse _1
raporti _13
raporto _8
rapoxarse _1
rapresa£ia _1
rapresenta _1
rapresentansa _1
raprexàglie _1
raprexenta _7
raprexentà _1
raprexentansa _1
raprexentante _6
raprexentanti _2
raprexentarne _1
raprexentativi _1
raprexentava _3
raquante _1
raquaxi _1
raramente _1
ràri _2
raro _3
ràro _1
rasa _1
ràsa _6
rase _2
ràse _1
rasia£i _3
rasià£i _2
rasiàl _3
rasicurante _2
rasiona£ità _2
rasional _1
rasionàl _2
rasionalmente _1
rasionalmete _1
rasismo _49
rasissmo _1
